pull_request,number_of_additions,number_of_deletions,number_of_files_changed
2237,0,0,0
2087,0,0,0
1721,0,0,0
1689,0,0,0
1579,0,0,0
1577,0,0,0
1575,0,0,0
1567,0,0,0
1566,0,0,0
1557,0,0,0
1523,0,0,0
1522,0,0,0
1518,0,0,0
1507,0,0,0
1506,0,0,0
1504,0,0,0
1200,0,0,0
1198,0,0,0
1105,0,0,0
966,0,0,0
689,0,0,0
605,0,0,0
519,0,0,0
315,0,0,0
235,0,0,0
189,0,0,0
186,0,0,0
