pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
14217,edjubuh,Volunteers,as-cii,Employees,No
14210,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
14205,matthewwithanm,Volunteers,nathansobo,Employees,No
14203,matthewwithanm,Volunteers,nathansobo,Employees,No
14194,as-cii,Employees,as-cii,Employees,Yes
14188,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
14183,nathansobo,Employees,maxbrunsfeld,Employees,No
14178,matthewwithanm,Volunteers,as-cii,Employees,No
14177,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
14175,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
14174,nathansobo,Employees,nathansobo,Employees,Yes
14168,as-cii,Employees,as-cii,Employees,Yes
14166,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
14164,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
14161,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
14146,BinaryMuse,Employees,BinaryMuse,Employees,Yes
14143,maxbrunsfeld,Employees,nathansobo,Employees,No
14137,nathansobo,Employees,nathansobo,Employees,Yes
14136,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
14135,jasonrudolph,Employees,thomasjo,Volunteers,No
14134,matthewwithanm,Volunteers,nathansobo,Employees,No
14131,BinaryMuse,Employees,BinaryMuse,Employees,Yes
14125,maxbrunsfeld,Employees,nathansobo,Employees,No
14119,cs150bf,Volunteers,50Wliu,Volunteers,No
14116,as-cii,Employees,as-cii,Employees,Yes
14108,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
14107,matthewwithanm,Volunteers,nathansobo,Employees,No
14104,kierans,Volunteers,damieng,Employees,No
14103,matthewwithanm,Volunteers,nathansobo,Employees,No
14096,as-cii,Employees,as-cii,Employees,Yes
14080,as-cii,Employees,as-cii,Employees,Yes
14065,akkatracker,Volunteers,50Wliu,Volunteers,No
14063,dietmar,Volunteers,ungb,Employees,No
14038,as-cii,Employees,as-cii,Employees,Yes
14027,matthewwithanm,Volunteers,nathansobo,Employees,No
14026,50Wliu,Volunteers,50Wliu,Volunteers,Yes
14024,as-cii,Employees,as-cii,Employees,Yes
14022,as-cii,Employees,as-cii,Employees,Yes
14021,as-cii,Employees,as-cii,Employees,Yes
14004,kevinsawicki,Employees,iolsen,Employees,No
13982,liuderchi,Volunteers,as-cii,Employees,No
13977,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
13976,as-cii,Employees,as-cii,Employees,Yes
13970,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
13968,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
13965,krnowak,Volunteers,ungb,Employees,No
13963,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13955,matthewwithanm,Volunteers,nathansobo,Employees,No
13954,matthewwithanm,Volunteers,nathansobo,Employees,No
13949,as-cii,Employees,as-cii,Employees,Yes
13947,anatoli26,Volunteers,ungb,Employees,No
13945,damieng,Employees,damieng,Employees,Yes
13944,proggga,Volunteers,50Wliu,Volunteers,No
13941,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13940,as-cii,Employees,as-cii,Employees,Yes
13929,as-cii,Employees,as-cii,Employees,Yes
13922,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
13919,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13918,nathansobo,Employees,nathansobo,Employees,Yes
13916,as-cii,Employees,as-cii,Employees,Yes
13912,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13898,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13887,as-cii,Employees,as-cii,Employees,Yes
13880,nathansobo,Employees,as-cii,Employees,No
13875,absynce,Volunteers,50Wliu,Volunteers,No
13843,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13842,ungb,Employees,ungb,Employees,Yes
13825,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13823,as-cii,Employees,as-cii,Employees,Yes
13820,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13818,nathansobo,Employees,as-cii,Employees,No
13817,nathansobo,Employees,nathansobo,Employees,Yes
13813,segevfiner,Volunteers,damieng,Employees,No
13810,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13808,nathansobo,Employees,nathansobo,Employees,Yes
13806,nathansobo,Employees,nathansobo,Employees,Yes
13795,nathansobo,Employees,nathansobo,Employees,Yes
13781,maxbrunsfeld,Employees,nathansobo,Employees,No
13768,nathansobo,Employees,nathansobo,Employees,Yes
13764,50Wliu,Volunteers,lee-dohm,Employees,No
13759,nathansobo,Employees,nathansobo,Employees,Yes
13756,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13755,as-cii,Employees,as-cii,Employees,Yes
13754,hron,Volunteers,damieng,Employees,No
13753,lee-dohm,Employees,lee-dohm,Employees,Yes
13752,damieng,Employees,damieng,Employees,Yes
13731,Ingramz,Volunteers,nathansobo,Employees,No
13725,hron,Volunteers,damieng,Employees,No
13713,dirk-thomas,Volunteers,maxbrunsfeld,Employees,No
13696,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13691,50Wliu,Volunteers,BinaryMuse,Employees,No
13687,as-cii,Employees,as-cii,Employees,Yes
13685,kerryguard,Volunteers,damieng,Employees,No
13680,Down10,Volunteers,lee-dohm,Employees,No
13671,damieng,Employees,damieng,Employees,Yes
13668,as-cii,Employees,as-cii,Employees,Yes
13667,as-cii,Employees,as-cii,Employees,Yes
13664,zertosh,Volunteers,nathansobo,Employees,No
13662,damieng,Employees,damieng,Employees,Yes
13661,pietro909,Volunteers,50Wliu,Volunteers,No
13657,iolsen,Employees,iolsen,Employees,Yes
13654,nathansobo,Employees,nathansobo,Employees,Yes
13652,ghost,Volunteers,damieng,Employees,No
13646,damieng,Employees,damieng,Employees,Yes
13644,iolsen,Employees,nathansobo,Employees,No
13616,simurai,Employees,simurai,Employees,Yes
13606,maxbrunsfeld,Employees,nathansobo,Employees,No
13605,damieng,Employees,damieng,Employees,Yes
13604,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13602,nathansobo,Employees,nathansobo,Employees,Yes
13600,damieng,Employees,damieng,Employees,Yes
13599,damieng,Employees,damieng,Employees,Yes
13598,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13597,Ingramz,Volunteers,50Wliu,Volunteers,No
13596,simurai,Employees,simurai,Employees,Yes
13592,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13585,vjeux,Volunteers,lee-dohm,Employees,No
13584,damieng,Employees,damieng,Employees,Yes
13583,nathansobo,Employees,nathansobo,Employees,Yes
13575,nathansobo,Employees,nathansobo,Employees,Yes
13573,as-cii,Employees,as-cii,Employees,Yes
13564,vovkasm,Volunteers,maxbrunsfeld,Employees,No
13563,shreyasminocha,Volunteers,lee-dohm,Employees,No
13549,iolsen,Employees,iolsen,Employees,Yes
13545,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13543,nathansobo,Employees,as-cii,Employees,No
13539,nathansobo,Employees,nathansobo,Employees,Yes
13531,lugrace,Volunteers,lee-dohm,Employees,No
13525,lee-dohm,Employees,lee-dohm,Employees,Yes
13524,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13523,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13516,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13507,damieng,Employees,damieng,Employees,Yes
13506,ggreif,Volunteers,damieng,Employees,No
13503,lee-dohm,Employees,lee-dohm,Employees,Yes
13493,vjeux,Volunteers,lee-dohm,Employees,No
13487,lee-dohm,Employees,lee-dohm,Employees,Yes
13486,nathansobo,Employees,nathansobo,Employees,Yes
13475,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13473,lee-dohm,Employees,lee-dohm,Employees,Yes
13460,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13453,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13441,damieng,Employees,damieng,Employees,Yes
13431,damieng,Employees,damieng,Employees,Yes
13430,damieng,Employees,damieng,Employees,Yes
13429,damieng,Employees,damieng,Employees,Yes
13426,damieng,Employees,damieng,Employees,Yes
13421,philwyett-hemi,Volunteers,as-cii,Employees,No
13416,MatthiasWinkelmann,Volunteers,lee-dohm,Employees,No
13415,portal-chan,Volunteers,damieng,Employees,No
13412,maxbrunsfeld,Employees,damieng,Employees,No
13411,joefitzgerald,Volunteers,nathansobo,Employees,No
13397,as-cii,Employees,as-cii,Employees,Yes
13386,as-cii,Employees,as-cii,Employees,Yes
13384,TiagoDanin,Volunteers,50Wliu,Volunteers,No
13375,as-cii,Employees,damieng,Employees,No
13372,as-cii,Employees,as-cii,Employees,Yes
13365,damieng,Employees,damieng,Employees,Yes
13358,matthewwithanm,Volunteers,nathansobo,Employees,No
13353,kevinsawicki,Employees,as-cii,Employees,No
13350,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13338,50Wliu,Volunteers,50Wliu,Volunteers,Yes
13322,lee-dohm,Employees,lee-dohm,Employees,Yes
13321,lgeiger,Volunteers,as-cii,Employees,No
13320,joefitzgerald,Volunteers,joefitzgerald,Volunteers,Yes
13307,damieng,Employees,damieng,Employees,Yes
13305,damieng,Employees,damieng,Employees,Yes
13300,as-cii,Employees,as-cii,Employees,Yes
13290,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13289,as-cii,Employees,as-cii,Employees,Yes
13288,as-cii,Employees,as-cii,Employees,Yes
13287,akonwi,Volunteers,mnquintana,Volunteers,No
13275,ycai2,Volunteers,lee-dohm,Employees,No
13272,vjeux,Volunteers,iolsen,Employees,No
13268,damieng,Employees,damieng,Employees,Yes
13266,vjeux,Volunteers,as-cii,Employees,No
13257,damieng,Employees,damieng,Employees,Yes
13247,damieng,Employees,damieng,Employees,Yes
13246,damieng,Employees,damieng,Employees,Yes
13241,nathansobo,Employees,nathansobo,Employees,Yes
13233,nathansobo,Employees,nathansobo,Employees,Yes
13213,joefitzgerald,Volunteers,as-cii,Employees,No
13202,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
13201,as-cii,Employees,as-cii,Employees,Yes
13200,as-cii,Employees,as-cii,Employees,Yes
13194,farnabaz,Volunteers,nathansobo,Employees,No
13186,joefitzgerald,Volunteers,lee-dohm,Employees,No
13161,lee-dohm,Employees,lee-dohm,Employees,Yes
13160,lee-dohm,Employees,lee-dohm,Employees,Yes
13152,lee-dohm,Employees,lee-dohm,Employees,Yes
13140,vjeux,Volunteers,BinaryMuse,Employees,No
13138,simurai,Employees,simurai,Employees,Yes
13135,damieng,Employees,damieng,Employees,Yes
13125,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13124,nathansobo,Employees,nathansobo,Employees,Yes
13101,BinaryMuse,Employees,BinaryMuse,Employees,Yes
13098,Ben3eeE,Volunteers,nathansobo,Employees,No
13095,vjeux,Volunteers,nathansobo,Employees,No
13080,lee-dohm,Employees,iolsen,Employees,No
13078,damieng,Employees,damieng,Employees,Yes
13071,kevinsawicki,Employees,mnquintana,Volunteers,No
13065,mnquintana,Volunteers,mnquintana,Volunteers,Yes
13046,damieng,Employees,damieng,Employees,Yes
13042,steakknife,Volunteers,iolsen,Employees,No
13021,abe33,Volunteers,as-cii,Employees,No
13020,idleberg,Volunteers,lee-dohm,Employees,No
13008,iolsen,Employees,iolsen,Employees,Yes
13007,ghost,Volunteers,damieng,Employees,No
13001,flububb,Volunteers,nathansobo,Employees,No
12994,mnquintana,Volunteers,mnquintana,Volunteers,Yes
12991,thomasjo,Volunteers,thomasjo,Volunteers,Yes
12987,ivernus,Volunteers,damieng,Employees,No
12985,nathansobo,Employees,nathansobo,Employees,Yes
12984,as-cii,Employees,as-cii,Employees,Yes
12977,nathansobo,Employees,nathansobo,Employees,Yes
12946,jamsinclair,Volunteers,lee-dohm,Employees,No
12944,Ben3eeE,Volunteers,damieng,Employees,No
12937,damieng,Employees,damieng,Employees,Yes
12933,maxbrunsfeld,Employees,as-cii,Employees,No
12930,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12929,50Wliu,Volunteers,damieng,Employees,No
12925,as-cii,Employees,as-cii,Employees,Yes
12924,as-cii,Employees,nathansobo,Employees,No
12922,stereobooster,Volunteers,iolsen,Employees,No
12917,lgeiger,Volunteers,thomasjo,Volunteers,No
12916,PeterDaveHello,Volunteers,simurai,Employees,No
12911,nathansobo,Employees,nathansobo,Employees,Yes
12903,as-cii,Employees,as-cii,Employees,Yes
12898,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12897,matthewwithanm,Volunteers,nathansobo,Employees,No
12892,damieng,Employees,damieng,Employees,Yes
12883,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12866,mikezawitkowski,Volunteers,50Wliu,Volunteers,No
12825,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12824,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12823,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12822,philschatz,Volunteers,50Wliu,Volunteers,No
12821,damieng,Employees,damieng,Employees,Yes
12814,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12794,philschatz,Volunteers,damieng,Employees,No
12783,vedharish,Volunteers,maxbrunsfeld,Employees,No
12782,Ingramz,Volunteers,50Wliu,Volunteers,No
12780,Ingramz,Volunteers,maxbrunsfeld,Employees,No
12762,nathansobo,Employees,nathansobo,Employees,Yes
12761,nathansobo,Employees,maxbrunsfeld,Employees,No
12760,maxbrunsfeld,Employees,nathansobo,Employees,No
12759,nathansobo,Employees,maxbrunsfeld,Employees,No
12754,as-cii,Employees,as-cii,Employees,Yes
12753,lgeiger,Volunteers,nathansobo,Employees,No
12748,Fank,Volunteers,50Wliu,Volunteers,No
12745,as-cii,Employees,as-cii,Employees,Yes
12733,nathansobo,Employees,nathansobo,Employees,Yes
12730,as-cii,Employees,as-cii,Employees,Yes
12713,Ingramz,Volunteers,maxbrunsfeld,Employees,No
12697,nathansobo,Employees,nathansobo,Employees,Yes
12696,thomasjo,Volunteers,as-cii,Employees,No
12695,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12694,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12689,thomasjo,Volunteers,thomasjo,Volunteers,Yes
12674,matthewwithanm,Volunteers,nathansobo,Employees,No
12673,nathansobo,Employees,nathansobo,Employees,Yes
12672,nathansobo,Employees,nathansobo,Employees,Yes
12671,ghost,Volunteers,50Wliu,Volunteers,No
12661,thomasjo,Volunteers,thomasjo,Volunteers,Yes
12659,Fank,Volunteers,50Wliu,Volunteers,No
12653,damieng,Employees,damieng,Employees,Yes
12646,as-cii,Employees,as-cii,Employees,Yes
12645,as-cii,Employees,as-cii,Employees,Yes
12643,damieng,Employees,damieng,Employees,Yes
12619,as-cii,Employees,as-cii,Employees,Yes
12616,simurai,Employees,simurai,Employees,Yes
12610,as-cii,Employees,as-cii,Employees,Yes
12589,as-cii,Employees,as-cii,Employees,Yes
12585,aqchin,Volunteers,lee-dohm,Employees,No
12581,as-cii,Employees,as-cii,Employees,Yes
12580,frantic1048,Volunteers,simurai,Employees,No
12576,as-cii,Employees,as-cii,Employees,Yes
12572,ablakely,Volunteers,nathansobo,Employees,No
12566,Ben3eeE,Volunteers,lee-dohm,Employees,No
12565,joefitzgerald,Volunteers,mnquintana,Volunteers,No
12562,joefitzgerald,Volunteers,nathansobo,Employees,No
12560,damieng,Employees,damieng,Employees,Yes
12559,as-cii,Employees,as-cii,Employees,Yes
12555,as-cii,Employees,as-cii,Employees,Yes
12553,as-cii,Employees,as-cii,Employees,Yes
12551,matthewwithanm,Volunteers,maxbrunsfeld,Employees,No
12550,nathansobo,Employees,as-cii,Employees,No
12546,as-cii,Employees,as-cii,Employees,Yes
12545,yuanwhy,Volunteers,maxbrunsfeld,Employees,No
12540,nathansobo,Employees,nathansobo,Employees,Yes
12530,as-cii,Employees,as-cii,Employees,Yes
12529,as-cii,Employees,as-cii,Employees,Yes
12522,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12521,damieng,Employees,damieng,Employees,Yes
12515,simurai,Employees,damieng,Employees,No
12509,mnquintana,Volunteers,mnquintana,Volunteers,Yes
12502,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12501,zertosh,Volunteers,maxbrunsfeld,Employees,No
12469,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12463,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12448,as-cii,Employees,nathansobo,Employees,No
12445,nathansobo,Employees,as-cii,Employees,No
12440,matthewwithanm,Volunteers,as-cii,Employees,No
12439,remexre,Volunteers,50Wliu,Volunteers,No
12434,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12426,oggy,Volunteers,nathansobo,Employees,No
12410,nathansobo,Employees,as-cii,Employees,No
12409,nathansobo,Employees,nathansobo,Employees,Yes
12404,lazy-ninja,Volunteers,50Wliu,Volunteers,No
12397,damieng,Employees,damieng,Employees,Yes
12396,joefitzgerald,Volunteers,maxbrunsfeld,Employees,No
12394,nathansobo,Employees,nathansobo,Employees,Yes
12393,as-cii,Employees,as-cii,Employees,Yes
12382,as-cii,Employees,nathansobo,Employees,No
12378,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12377,nathansobo,Employees,nathansobo,Employees,Yes
12375,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12371,as-cii,Employees,as-cii,Employees,Yes
12366,nathansobo,Employees,nathansobo,Employees,Yes
12351,mnquintana,Volunteers,mnquintana,Volunteers,Yes
12350,mnquintana,Volunteers,maxbrunsfeld,Employees,No
12348,Zirro,Volunteers,50Wliu,Volunteers,No
12346,nathansobo,Employees,nathansobo,Employees,Yes
12342,nathansobo,Employees,nathansobo,Employees,Yes
12327,Zirro,Volunteers,nathansobo,Employees,No
12325,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12317,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12306,as-cii,Employees,as-cii,Employees,Yes
12300,thomasjo,Volunteers,as-cii,Employees,No
12297,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12295,nathansobo,Employees,nathansobo,Employees,Yes
12292,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12289,nathansobo,Employees,nathansobo,Employees,Yes
12281,damieng,Employees,damieng,Employees,Yes
12278,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12276,pbiggar,Volunteers,maxbrunsfeld,Employees,No
12262,as-cii,Employees,as-cii,Employees,Yes
12258,mnquintana,Volunteers,nathansobo,Employees,No
12249,nathansobo,Employees,nathansobo,Employees,Yes
12246,as-cii,Employees,nathansobo,Employees,No
12240,nathansobo,Employees,nathansobo,Employees,Yes
12237,zertosh,Volunteers,maxbrunsfeld,Employees,No
12233,nathansobo,Employees,nathansobo,Employees,Yes
12232,as-cii,Employees,as-cii,Employees,Yes
12230,damieng,Employees,damieng,Employees,Yes
12226,ypresto,Volunteers,maxbrunsfeld,Employees,No
12216,nathansobo,Employees,nathansobo,Employees,Yes
12210,nathansobo,Employees,nathansobo,Employees,Yes
12208,Ingramz,Volunteers,50Wliu,Volunteers,No
12207,as-cii,Employees,nathansobo,Employees,No
12203,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12180,maxbrunsfeld,Employees,nathansobo,Employees,No
12172,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12167,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12158,lee-dohm,Employees,lee-dohm,Employees,Yes
12150,simurai,Employees,simurai,Employees,Yes
12125,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
12123,damieng,Employees,damieng,Employees,Yes
12119,kuychaco,Employees,kuychaco,Employees,Yes
12095,ammarnajjar,Volunteers,mnquintana,Volunteers,No
12086,Glavin001,Volunteers,lee-dohm,Employees,No
12077,as-cii,Employees,maxbrunsfeld,Employees,No
12068,simurai,Employees,simurai,Employees,Yes
12060,simurai,Employees,simurai,Employees,Yes
12059,simurai,Employees,as-cii,Employees,No
12056,damieng,Employees,damieng,Employees,Yes
12043,50Wliu,Volunteers,50Wliu,Volunteers,Yes
12037,damieng,Employees,damieng,Employees,Yes
12031,Jonahss,Volunteers,lee-dohm,Employees,No
12028,ggreer,Volunteers,lee-dohm,Employees,No
12008,as-cii,Employees,as-cii,Employees,Yes
12003,leo,Volunteers,mnquintana,Volunteers,No
12002,williambout,Volunteers,simurai,Employees,No
11998,as-cii,Employees,as-cii,Employees,Yes
11994,nathansobo,Employees,as-cii,Employees,No
11991,nathansobo,Employees,as-cii,Employees,No
11985,lee-dohm,Employees,lee-dohm,Employees,Yes
11981,lee-dohm,Employees,lee-dohm,Employees,Yes
11961,samhunta,Volunteers,50Wliu,Volunteers,No
11960,simurai,Employees,simurai,Employees,Yes
11958,50Wliu,Volunteers,50Wliu,Volunteers,Yes
11942,ssorallen,Volunteers,as-cii,Employees,No
11932,drewchandler,Volunteers,50Wliu,Volunteers,No
11930,simurai,Employees,simurai,Employees,Yes
11929,damieng,Employees,damieng,Employees,Yes
11897,BinaryMuse,Employees,nathansobo,Employees,No
11875,simurai,Employees,thomasjo,Volunteers,No
11866,as-cii,Employees,as-cii,Employees,Yes
11852,MikeInnes,Volunteers,nathansobo,Employees,No
11847,as-cii,Employees,as-cii,Employees,Yes
11833,damieng,Employees,damieng,Employees,Yes
11829,as-cii,Employees,as-cii,Employees,Yes
11828,as-cii,Employees,as-cii,Employees,Yes
11826,as-cii,Employees,as-cii,Employees,Yes
11825,drewmnoel,Volunteers,as-cii,Employees,No
11824,ruthgrace,Volunteers,lee-dohm,Employees,No
11820,joshaber,Employees,joshaber,Employees,Yes
11814,ruthgrace,Volunteers,lee-dohm,Employees,No
11812,neurosnap,Volunteers,lee-dohm,Employees,No
11804,simurai,Employees,simurai,Employees,Yes
11803,lexicalunit,Volunteers,iolsen,Employees,No
11793,as-cii,Employees,as-cii,Employees,Yes
11792,Connormiha,Volunteers,lee-dohm,Employees,No
11791,damieng,Employees,damieng,Employees,Yes
11790,brumm,Volunteers,nathansobo,Employees,No
11767,as-cii,Employees,as-cii,Employees,Yes
11765,as-cii,Employees,as-cii,Employees,Yes
11762,damieng,Employees,damieng,Employees,Yes
11761,damieng,Employees,damieng,Employees,Yes
11758,stanfieldr,Volunteers,lee-dohm,Employees,No
11751,dgm34,Volunteers,thomasjo,Volunteers,No
11750,lee-dohm,Employees,lee-dohm,Employees,Yes
11734,thedaniel,Volunteers,thedaniel,Volunteers,Yes
11701,lee-dohm,Employees,lee-dohm,Employees,Yes
11671,joshaber,Employees,joshaber,Employees,Yes
11669,tcyrus,Volunteers,lee-dohm,Employees,No
11646,as-cii,Employees,as-cii,Employees,Yes
11642,damieng,Employees,damieng,Employees,Yes
11641,joshaber,Employees,joshaber,Employees,Yes
11639,BrainCrumbz,Volunteers,damieng,Employees,No
11634,livelazily,Volunteers,lee-dohm,Employees,No
11628,joshaber,Employees,joshaber,Employees,Yes
11627,joshaber,Employees,joshaber,Employees,Yes
11618,dav-ell,Volunteers,lee-dohm,Employees,No
11617,rahatarmanahmed,Volunteers,as-cii,Employees,No
11616,joshaber,Employees,joshaber,Employees,Yes
11615,joshaber,Employees,joshaber,Employees,Yes
11614,joshaber,Employees,joshaber,Employees,Yes
11606,joshaber,Employees,joshaber,Employees,Yes
11604,joshaber,Employees,joshaber,Employees,Yes
11603,joshaber,Employees,joshaber,Employees,Yes
11602,joshaber,Employees,joshaber,Employees,Yes
11580,damieng,Employees,damieng,Employees,Yes
11576,rldaggie,Volunteers,50Wliu,Volunteers,No
11564,lee-dohm,Employees,lee-dohm,Employees,Yes
11562,joshaber,Employees,joshaber,Employees,Yes
11552,ggreer,Volunteers,lee-dohm,Employees,No
11547,kuychaco,Employees,kuychaco,Employees,Yes
11544,damieng,Employees,damieng,Employees,Yes
11541,BrainCrumbz,Volunteers,damieng,Employees,No
11534,50Wliu,Volunteers,50Wliu,Volunteers,Yes
11511,rldaggie,Volunteers,50Wliu,Volunteers,No
11506,wvanlint,Volunteers,as-cii,Employees,No
11498,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11494,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11489,lee-dohm,Employees,lee-dohm,Employees,Yes
11488,damieng,Employees,damieng,Employees,Yes
11478,kuychaco,Employees,lee-dohm,Employees,No
11475,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11474,50Wliu,Volunteers,as-cii,Employees,No
11463,alazaro,Volunteers,lee-dohm,Employees,No
11459,as-cii,Employees,as-cii,Employees,Yes
11438,kuychaco,Employees,kuychaco,Employees,Yes
11437,damieng,Employees,damieng,Employees,Yes
11436,joefitzgerald,Volunteers,lee-dohm,Employees,No
11427,nathansobo,Employees,nathansobo,Employees,Yes
11426,joshaber,Employees,joshaber,Employees,Yes
11420,wvanlint,Volunteers,nathansobo,Employees,No
11419,colelawrence,Volunteers,50Wliu,Volunteers,No
11418,colelawrence,Volunteers,50Wliu,Volunteers,No
11414,nathansobo,Employees,as-cii,Employees,No
11413,IanLee1521,Volunteers,damieng,Employees,No
11412,damieng,Employees,nathansobo,Employees,No
11410,joshaber,Employees,joshaber,Employees,Yes
11403,50Wliu,Volunteers,lee-dohm,Employees,No
11399,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11398,joshaber,Employees,joshaber,Employees,Yes
11397,joshaber,Employees,joshaber,Employees,Yes
11388,ypresto,Volunteers,nathansobo,Employees,No
11369,hellendag,Volunteers,nathansobo,Employees,No
11352,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11351,Fank,Volunteers,50Wliu,Volunteers,No
11348,50Wliu,Volunteers,as-cii,Employees,No
11345,as-cii,Employees,as-cii,Employees,Yes
11341,as-cii,Employees,as-cii,Employees,Yes
11339,coliff,Volunteers,50Wliu,Volunteers,No
11329,thomasjo,Volunteers,damieng,Employees,No
11325,as-cii,Employees,as-cii,Employees,Yes
11324,as-cii,Employees,as-cii,Employees,Yes
11323,clickthisnick,Volunteers,damieng,Employees,No
11320,joshaber,Employees,joshaber,Employees,Yes
11316,lee-dohm,Employees,lee-dohm,Employees,Yes
11315,joshaber,Employees,joshaber,Employees,Yes
11314,as-cii,Employees,as-cii,Employees,Yes
11312,coliff,Volunteers,thedaniel,Volunteers,No
11311,coliff,Volunteers,50Wliu,Volunteers,No
11306,nathansobo,Employees,nathansobo,Employees,Yes
11296,nathansobo,Employees,nathansobo,Employees,Yes
11295,joshaber,Employees,joshaber,Employees,Yes
11286,as-cii,Employees,as-cii,Employees,Yes
11284,jonmast,Volunteers,mnquintana,Volunteers,No
11280,joshaber,Employees,joshaber,Employees,Yes
11277,joshaber,Employees,joshaber,Employees,Yes
11274,simurai,Employees,simurai,Employees,Yes
11271,mhw,Volunteers,thomasjo,Volunteers,No
11265,ardhipoetra,Volunteers,thomasjo,Volunteers,No
11251,as-cii,Employees,as-cii,Employees,Yes
11246,damieng,Employees,damieng,Employees,Yes
11240,as-cii,Employees,as-cii,Employees,Yes
11216,ypresto,Volunteers,maxbrunsfeld,Employees,No
11201,bolinfest,Volunteers,joshaber,Employees,No
11194,fruchtose,Volunteers,50Wliu,Volunteers,No
11188,joshaber,Employees,joshaber,Employees,Yes
11166,joshaber,Employees,joshaber,Employees,Yes
11162,joshaber,Employees,joshaber,Employees,Yes
11153,lee-dohm,Employees,lee-dohm,Employees,Yes
11127,simurai,Employees,simurai,Employees,Yes
11115,joshaber,Employees,joshaber,Employees,Yes
11111,mehcode,Volunteers,as-cii,Employees,No
11103,damieng,Employees,damieng,Employees,Yes
11101,joshaber,Employees,joshaber,Employees,Yes
11099,rbottema,Volunteers,lee-dohm,Employees,No
